"","subject","participant","blocknum","trialnum","blockcode","trialcode","response","correct","latency","ppid"
"10972","656",5,9,34,"Modification5B","PosNegB_BOTTOMCongruentV",44,1,985,"656"
"10973","656",5,9,35,"Modification5B","PosNegB_TOPCongruentV",44,1,727,"656"
"10974","656",5,9,36,"Modification5B","PosNegB_BOTTOMCongruentV",50,0,591,"656"
"10975","656",5,9,37,"Modification5B","PosNegB_BOTTOMCongruentV",44,1,629,"656"
"10976","656",5,9,38,"Modification5B","PosNegB_TOPIncongruentV",44,1,482,"656"
"10977","656",5,9,39,"Modification5B","PosNegB_TOPCongruentV",44,1,405,"656"
"10978","656",5,9,40,"Modification5B","PosNegB_BOTTOMIncongruentV",44,1,594,"656"
"10979","656",5,9,41,"Modification5B","PosNegB_BOTTOMCongruentH",50,1,568,"656"
"10980","656",5,9,42,"Modification5B","PosNegB_BOTTOMCongruentV",44,1,1303,"656"
"10981","656",5,9,43,"Modification5B","PosNegB_TOPCongruentH",50,1,680,"656"
"10982","656",5,9,44,"Modification5B","PosNegB_TOPCongruentV",44,1,1131,"656"
"10983","656",5,9,45,"Modification5B","PosNegB_BOTTOMCongruentH",50,1,499,"656"
"10984","656",5,9,46,"Modification5B","PosNegB_BOTTOMCongruentH",50,1,525,"656"
"10985","656",5,9,47,"Modification5B","PosNegB_BOTTOMCongruentV",44,1,501,"656"
"10986","656",5,9,48,"Modification5B","PosNegB_BOTTOMCongruentV",44,1,383,"656"
"10987","656",5,9,49,"Modification5B","PosNegB_TOPCongruentV",44,1,725,"656"
"10988","656",5,9,50,"Modification5B","PosNegB_TOPCongruentV",44,1,765,"656"
"10989","656",5,9,51,"Modification5B","PosNegB_BOTTOMCongruentH",50,1,973,"656"
"10990","656",5,9,52,"Modification5B","PosNegB_TOPCongruentH",44,0,819,"656"
"10991","656",5,9,53,"Modification5B","PosNegB_TOPCongruentV",44,1,672,"656"
"10992","656",5,9,54,"Modification5B","PosNegB_BOTTOMCongruentV",44,1,563,"656"
"10993","656",5,9,55,"Modification5B","PosNegB_BOTTOMIncongruentH",50,1,442,"656"
"10994","656",5,9,56,"Modification5B","PosNegB_BOTTOMCongruentH",50,1,390,"656"
"10995","656",5,9,57,"Modification5B","PosNegB_BOTTOMIncongruentH",50,1,556,"656"
"10996","656",5,9,58,"Modification5B","PosNegB_BOTTOMCongruentV",44,1,587,"656"
"10997","656",5,9,59,"Modification5B","PosNegB_BOTTOMCongruentH",50,1,665,"656"
"10998","656",5,9,60,"Modification5B","PosNegB_TOPCongruentH",50,1,645,"656"
"10999","656",5,9,61,"Modification5B","PosNegB_BOTTOMCongruentH",50,1,665,"656"
"11000","656",5,9,62,"Modification5B","PosNegB_TOPCongruentH",50,1,588,"656"
"11001","656",5,9,63,"Modification5B","PosNegB_TOPCongruentV",44,1,738,"656"
"11002","656",5,9,64,"Modification5B","PosNegB_BOTTOMCongruentV",44,1,818,"656"
"11003","656",5,9,65,"Modification5B","PosNegB_TOPCongruentV",44,1,671,"656"
"11004","656",5,9,66,"Modification5B","PosNegB_BOTTOMCongruentH",50,1,625,"656"
"11005","656",5,9,67,"Modification5B","PosNegB_BOTTOMCongruentV",44,1,542,"656"
"11006","656",5,9,68,"Modification5B","PosNegB_TOPCongruentH",50,1,558,"656"
"11007","656",5,9,69,"Modification5B","PosNegB_BOTTOMCongruentH",44,0,558,"656"
"11008","656",5,9,70,"Modification5B","PosNegB_TOPCongruentH",50,1,605,"656"
"11009","656",5,9,71,"Modification5B","PosNegB_TOPCongruentV",44,1,386,"656"
"11010","656",5,9,72,"Modification5B","PosNegB_TOPCongruentH",50,1,600,"656"
"11011","656",5,9,73,"Modification5B","PosNegB_BOTTOMCongruentV",44,1,661,"656"
"11012","656",5,9,74,"Modification5B","PosNegB_TOPCongruentH",50,1,569,"656"
"11013","656",5,9,75,"Modification5B","PosNegB_TOPCongruentH",50,1,415,"656"
"11014","656",5,9,76,"Modification5B","PosNegB_BOTTOMCongruentV",44,1,589,"656"
"11015","656",5,9,77,"Modification5B","PosNegB_BOTTOMCongruentV",44,1,675,"656"
"11016","656",5,9,78,"Modification5B","PosNegB_TOPCongruentH",50,1,805,"656"
"11017","656",5,9,79,"Modification5B","PosNegB_TOPCongruentH",50,1,1339,"656"
"11018","656",5,9,80,"Modification5B","PosNegB_TOPCongruentH",50,1,483,"656"
"11019","656",5,9,81,"Modification5B","PosNegB_TOPIncongruentH",50,1,373,"656"
"11020","656",5,9,82,"Modification5B","PosNegB_TOPCongruentH",50,1,547,"656"
"11021","656",5,9,83,"Modification5B","PosNegB_TOPCongruentV",44,1,507,"656"
"11022","656",5,9,84,"Modification5B","PosNegB_TOPCongruentV",44,1,853,"656"
"11023","656",5,9,85,"Modification5B","PosNegB_TOPCongruentH",50,1,784,"656"
"11024","656",5,9,86,"Modification5B","PosNegB_BOTTOMCongruentH",50,1,598,"656"
"11025","656",5,9,87,"Modification5B","PosNegB_TOPCongruentV",44,1,508,"656"
"11026","656",5,9,88,"Modification5B","PosNegB_BOTTOMCongruentV",44,1,573,"656"
"11027","656",5,9,89,"Modification5B","PosNegB_BOTTOMCongruentV",44,1,556,"656"
"11028","656",5,9,90,"Modification5B","PosNegB_TOPCongruentV",44,1,563,"656"
"11029","656",5,9,91,"Modification5B","PosNegB_TOPCongruentV",44,1,627,"656"
"11030","656",5,9,92,"Modification5B","PosNegB_TOPCongruentV",44,1,583,"656"
"11031","656",5,9,93,"Modification5B","PosNegB_BOTTOMCongruentH",50,1,677,"656"
"11032","656",5,9,94,"Modification5B","PosNegB_BOTTOMCongruentV",44,1,776,"656"
"11033","656",5,9,95,"Modification5B","PosNegB_TOPCongruentH",50,1,663,"656"
"11034","656",5,9,96,"Modification5B","PosNegB_BOTTOMCongruentH",50,1,810,"656"
"11035","656",5,10,1,"Modification6B","PosNegB_TOPCongruentV",44,1,653,"656"
"11036","656",5,10,2,"Modification6B","PosNegB_BOTTOMCongruentH",50,1,624,"656"
"11037","656",5,10,3,"Modification6B","PosNegB_TOPIncongruentV",44,1,749,"656"
"11038","656",5,10,4,"Modification6B","PosNegB_BOTTOMCongruentH",50,1,389,"656"
"11039","656",5,10,5,"Modification6B","PosNegB_TOPCongruentV",44,1,827,"656"
"11040","656",5,10,6,"Modification6B","PosNegB_BOTTOMIncongruentH",50,1,703,"656"
"11041","656",5,10,7,"Modification6B","PosNegB_BOTTOMCongruentV",44,1,729,"656"
"11042","656",5,10,8,"Modification6B","PosNegB_TOPCongruentV",44,1,993,"656"
"11043","656",5,10,9,"Modification6B","PosNegB_BOTTOMCongruentH",50,1,943,"656"
"11044","656",5,10,10,"Modification6B","PosNegB_BOTTOMIncongruentH",50,1,1063,"656"
"11045","656",5,10,11,"Modification6B","PosNegB_BOTTOMCongruentH",50,1,787,"656"
"11046","656",5,10,12,"Modification6B","PosNegB_TOPCongruentH",50,1,1273,"656"
"11047","656",5,10,13,"Modification6B","PosNegB_BOTTOMCongruentH",50,1,531,"656"
"11048","656",5,10,14,"Modification6B","PosNegB_TOPCongruentH",50,1,668,"656"
"11049","656",5,10,15,"Modification6B","PosNegB_BOTTOMCongruentV",44,1,575,"656"
"11050","656",5,10,16,"Modification6B","PosNegB_TOPCongruentH",50,1,709,"656"
"11051","656",5,10,17,"Modification6B","PosNegB_TOPCongruentH",50,1,679,"656"
"11052","656",5,10,18,"Modification6B","PosNegB_TOPCongruentH",50,1,625,"656"
"11053","656",5,10,19,"Modification6B","PosNegB_BOTTOMCongruentV",44,1,662,"656"
"11054","656",5,10,20,"Modification6B","PosNegB_TOPCongruentH",50,1,913,"656"
"11055","656",5,10,21,"Modification6B","PosNegB_TOPCongruentV",44,1,635,"656"
"11056","656",5,10,22,"Modification6B","PosNegB_BOTTOMCongruentV",44,1,799,"656"
"11057","656",5,10,23,"Modification6B","PosNegB_BOTTOMCongruentV",44,1,420,"656"
"11058","656",5,10,24,"Modification6B","PosNegB_TOPCongruentV",44,1,569,"656"
"11059","656",5,10,25,"Modification6B","PosNegB_BOTTOMCongruentV",44,1,559,"656"
"11060","656",5,10,26,"Modification6B","PosNegB_TOPCongruentV",44,1,511,"656"
"11061","656",5,10,27,"Modification6B","PosNegB_TOPCongruentV",44,1,632,"656"
"11062","656",5,10,28,"Modification6B","PosNegB_BOTTOMCongruentV",44,1,421,"656"
"11063","656",5,10,29,"Modification6B","PosNegB_BOTTOMCongruentV",44,1,473,"656"
"11064","656",5,10,30,"Modification6B","PosNegB_BOTTOMCongruentH",50,1,500,"656"
"11065","656",5,10,31,"Modification6B","PosNegB_BOTTOMCongruentH",50,1,421,"656"
"11066","656",5,10,32,"Modification6B","PosNegB_BOTTOMCongruentV",44,1,506,"656"
"11067","656",5,10,33,"Modification6B","PosNegB_BOTTOMCongruentH",50,1,539,"656"
"11068","656",5,10,34,"Modification6B","PosNegB_TOPCongruentH",50,1,659,"656"
"11069","656",5,10,35,"Modification6B","PosNegB_BOTTOMCongruentH",50,1,543,"656"
"11070","656",5,10,36,"Modification6B","PosNegB_TOPCongruentV",44,1,1223,"656"
"11071","656",5,10,37,"Modification6B","PosNegB_BOTTOMCongruentV",44,1,659,"656"
"11072","656",5,10,38,"Modification6B","PosNegB_BOTTOMIncongruentV",44,1,775,"656"
"11073","656",5,10,39,"Modification6B","PosNegB_BOTTOMCongruentH",50,1,533,"656"
"11074","656",5,10,40,"Modification6B","PosNegB_BOTTOMCongruentV",44,1,365,"656"
"11075","656",5,10,41,"Modification6B","PosNegB_TOPIncongruentH",50,1,557,"656"
"11076","656",5,10,42,"Modification6B","PosNegB_TOPCongruentH",50,1,580,"656"
"11077","656",5,10,43,"Modification6B","PosNegB_TOPCongruentH",50,1,443,"656"
"11078","656",5,10,44,"Modification6B","PosNegB_BOTTOMCongruentH",50,1,479,"656"
"11079","656",5,10,45,"Modification6B","PosNegB_TOPCongruentV",44,1,617,"656"
"11080","656",5,10,46,"Modification6B","PosNegB_TOPCongruentH",50,1,814,"656"
"11081","656",5,10,47,"Modification6B","PosNegB_BOTTOMCongruentH",44,0,875,"656"
"11082","656",5,10,48,"Modification6B","PosNegB_TOPCongruentH",50,1,462,"656"
"11083","656",5,10,49,"Modification6B","PosNegB_BOTTOMCongruentH",50,1,473,"656"
"11084","656",5,10,50,"Modification6B","PosNegB_TOPCongruentH",50,1,524,"656"
"11085","656",5,10,51,"Modification6B","PosNegB_BOTTOMIncongruentV",44,1,485,"656"
"11086","656",5,10,52,"Modification6B","PosNegB_BOTTOMCongruentH",50,1,559,"656"
"11087","656",5,10,53,"Modification6B","PosNegB_BOTTOMCongruentH",50,1,582,"656"
"11088","656",5,10,54,"Modification6B","PosNegB_TOPCongruentV",44,1,629,"656"
"11089","656",5,10,55,"Modification6B","PosNegB_TOPCongruentV",44,1,929,"656"
"11090","656",5,10,56,"Modification6B","PosNegB_BOTTOMCongruentH",50,1,826,"656"
"11091","656",5,10,57,"Modification6B","PosNegB_BOTTOMCongruentV",44,1,735,"656"
"11092","656",5,10,58,"Modification6B","PosNegB_BOTTOMCongruentV",44,1,391,"656"
"11093","656",5,10,59,"Modification6B","PosNegB_BOTTOMCongruentH",50,1,373,"656"
"11094","656",5,10,60,"Modification6B","PosNegB_TOPCongruentH",50,1,483,"656"
"11095","656",5,10,61,"Modification6B","PosNegB_BOTTOMCongruentV",44,1,461,"656"
"11096","656",5,10,62,"Modification6B","PosNegB_BOTTOMCongruentH",50,1,1073,"656"
"11097","656",5,10,63,"Modification6B","PosNegB_TOPCongruentV",44,1,875,"656"
"11098","656",5,10,64,"Modification6B","PosNegB_TOPCongruentH",50,1,638,"656"
"11099","656",5,10,65,"Modification6B","PosNegB_BOTTOMCongruentV",44,1,602,"656"
"11100","656",5,10,66,"Modification6B","PosNegB_TOPCongruentV",44,1,583,"656"
"11101","656",5,10,67,"Modification6B","PosNegB_TOPIncongruentV",44,1,541,"656"
"11102","656",5,10,68,"Modification6B","PosNegB_TOPCongruentV",44,1,397,"656"
"11103","656",5,10,69,"Modification6B","PosNegB_BOTTOMCongruentV",44,1,555,"656"
"11104","656",5,10,70,"Modification6B","PosNegB_BOTTOMCongruentH",50,1,843,"656"
"11105","656",5,10,71,"Modification6B","PosNegB_TOPCongruentH",50,1,527,"656"
"11106","656",5,10,72,"Modification6B","PosNegB_TOPCongruentV",44,1,407,"656"
"11107","656",5,10,73,"Modification6B","PosNegB_TOPCongruentV",44,1,573,"656"
"11108","656",5,10,74,"Modification6B","PosNegB_TOPCongruentV",44,1,499,"656"
"11109","656",5,10,75,"Modification6B","PosNegB_BOTTOMCongruentH",50,1,381,"656"
"11110","656",5,10,76,"Modification6B","PosNegB_TOPIncongruentH",50,1,636,"656"
"11111","656",5,10,77,"Modification6B","PosNegB_TOPCongruentH",50,1,759,"656"
"11112","656",5,10,78,"Modification6B","PosNegB_TOPCongruentV",44,1,879,"656"
"11113","656",5,10,79,"Modification6B","PosNegB_TOPCongruentH",50,1,465,"656"
"11114","656",5,10,80,"Modification6B","PosNegB_BOTTOMCongruentV",44,1,677,"656"
"11115","656",5,10,81,"Modification6B","PosNegB_TOPCongruentH",50,1,480,"656"
"11116","656",5,10,82,"Modification6B","PosNegB_TOPCongruentH",50,1,642,"656"
"11117","656",5,10,83,"Modification6B","PosNegB_TOPCongruentH",50,1,518,"656"
"11118","656",5,10,84,"Modification6B","PosNegB_BOTTOMCongruentV",44,1,551,"656"
"11119","656",5,10,85,"Modification6B","PosNegB_BOTTOMCongruentV",44,1,734,"656"
"11120","656",5,10,86,"Modification6B","PosNegB_BOTTOMCongruentV",44,1,614,"656"
"11121","656",5,10,87,"Modification6B","PosNegB_BOTTOMCongruentH",50,1,715,"656"
"11122","656",5,10,88,"Modification6B","PosNegB_BOTTOMCongruentV",44,1,748,"656"
"11123","656",5,10,89,"Modification6B","PosNegB_BOTTOMCongruentV",44,1,484,"656"
"11124","656",5,10,90,"Modification6B","PosNegB_TOPCongruentV",44,1,750,"656"
"11125","656",5,10,91,"Modification6B","PosNegB_TOPCongruentV",44,1,917,"656"
"11126","656",5,10,92,"Modification6B","PosNegB_TOPCongruentH",50,1,534,"656"
"11127","656",5,10,93,"Modification6B","PosNegB_TOPCongruentV",44,1,462,"656"
"11128","656",5,10,94,"Modification6B","PosNegB_TOPCongruentH",50,1,553,"656"
"11129","656",5,10,95,"Modification6B","PosNegB_BOTTOMCongruentH",50,1,593,"656"
"11130","656",5,10,96,"Modification6B","PosNegB_TOPCongruentV",44,1,879,"656"
"11131","656",5,11,1,"Assessment2A","PosNegA_TOPCongruentV",44,1,535,"656"
"11132","656",5,11,2,"Assessment2A","PosNegA_TOPIncongruentH",50,1,887,"656"
"11133","656",5,11,3,"Assessment2A","PosNegA_BOTTOMCongruentV",44,1,649,"656"
"11134","656",5,11,4,"Assessment2A","PosNegA_BOTTOMIncongruentV",44,1,613,"656"
"11135","656",5,11,5,"Assessment2A","PosNegA_BOTTOMIncongruentH",50,1,506,"656"
"11136","656",5,11,6,"Assessment2A","PosNegA_TOPCongruentH",50,1,427,"656"
"11137","656",5,11,7,"Assessment2A","PosNegA_BOTTOMCongruentH",50,1,472,"656"
"11138","656",5,11,8,"Assessment2A","PosNegA_TOPIncongruentV",44,1,619,"656"
"11139","656",5,11,9,"Assessment2A","PosNegA_TOPIncongruentV",44,1,375,"656"
"11140","656",5,11,10,"Assessment2A","PosNegA_TOPCongruentH",50,1,654,"656"
"11141","656",5,11,11,"Assessment2A","PosNegA_TOPIncongruentH",50,1,546,"656"
"11142","656",5,11,12,"Assessment2A","PosNegA_BOTTOMCongruentV",44,1,505,"656"
"11143","656",5,11,13,"Assessment2A","PosNegA_BOTTOMIncongruentV",44,1,707,"656"
"11144","656",5,11,14,"Assessment2A","PosNegA_TOPCongruentV",44,1,444,"656"
"11145","656",5,11,15,"Assessment2A","PosNegA_TOPIncongruentV",44,1,392,"656"
"11146","656",5,11,16,"Assessment2A","PosNegA_TOPIncongruentH",44,0,430,"656"
"11147","656",5,11,17,"Assessment2A","PosNegA_BOTTOMCongruentH",50,1,795,"656"
"11148","656",5,11,18,"Assessment2A","PosNegA_BOTTOMIncongruentV",44,1,593,"656"
"11149","656",5,11,19,"Assessment2A","PosNegA_TOPIncongruentV",44,1,431,"656"
"11150","656",5,11,20,"Assessment2A","PosNegA_BOTTOMIncongruentH",44,0,451,"656"
"11151","656",5,11,21,"Assessment2A","PosNegA_BOTTOMIncongruentV",44,1,527,"656"
"11152","656",5,11,22,"Assessment2A","PosNegA_TOPCongruentV",44,1,543,"656"
"11153","656",5,11,23,"Assessment2A","PosNegA_BOTTOMCongruentH",50,1,527,"656"
"11154","656",5,11,24,"Assessment2A","PosNegA_TOPCongruentH",50,1,520,"656"
"11155","656",5,11,25,"Assessment2A","PosNegA_TOPCongruentV",44,1,561,"656"
"11156","656",5,11,26,"Assessment2A","PosNegA_BOTTOMIncongruentV",44,1,600,"656"
"11157","656",5,11,27,"Assessment2A","PosNegA_TOPCongruentV",44,1,494,"656"
"11158","656",5,11,28,"Assessment2A","PosNegA_BOTTOMIncongruentH",50,1,575,"656"
"11159","656",5,11,29,"Assessment2A","PosNegA_BOTTOMCongruentH",50,1,718,"656"
"11160","656",5,11,30,"Assessment2A","PosNegA_BOTTOMCongruentV",44,1,559,"656"
"11161","656",5,11,31,"Assessment2A","PosNegA_BOTTOMIncongruentV",44,1,974,"656"
"11162","656",5,11,32,"Assessment2A","PosNegA_BOTTOMCongruentH",50,1,501,"656"
"11163","656",5,11,33,"Assessment2A","PosNegA_BOTTOMIncongruentH",50,1,718,"656"
"11164","656",5,11,34,"Assessment2A","PosNegA_TOPIncongruentH",50,1,495,"656"
"11165","656",5,11,35,"Assessment2A","PosNegA_BOTTOMCongruentV",44,1,593,"656"
"11166","656",5,11,36,"Assessment2A","PosNegA_TOPCongruentH",50,1,679,"656"
"11167","656",5,11,37,"Assessment2A","PosNegA_BOTTOMIncongruentV",44,1,809,"656"
"11168","656",5,11,38,"Assessment2A","PosNegA_TOPCongruentV",44,1,1039,"656"
"11169","656",5,11,39,"Assessment2A","PosNegA_TOPIncongruentV",44,1,1267,"656"
"11170","656",5,11,40,"Assessment2A","PosNegA_BOTTOMCongruentV",44,1,565,"656"
"11171","656",5,11,41,"Assessment2A","PosNegA_TOPCongruentV",44,1,1285,"656"
"11172","656",5,11,42,"Assessment2A","PosNegA_BOTTOMIncongruentH",50,1,463,"656"
"11173","656",5,11,43,"Assessment2A","PosNegA_TOPCongruentV",44,1,562,"656"
"11174","656",5,11,44,"Assessment2A","PosNegA_TOPIncongruentH",50,1,1449,"656"
"11175","656",5,11,45,"Assessment2A","PosNegA_TOPIncongruentV",44,1,645,"656"
"11176","656",5,11,46,"Assessment2A","PosNegA_BOTTOMIncongruentV",44,1,457,"656"
"11177","656",5,11,47,"Assessment2A","PosNegA_BOTTOMCongruentH",50,1,532,"656"
"11178","656",5,11,48,"Assessment2A","PosNegA_BOTTOMCongruentV",44,1,549,"656"
"11179","656",5,11,49,"Assessment2A","PosNegA_TOPCongruentH",50,1,549,"656"
"11180","656",5,11,50,"Assessment2A","PosNegA_BOTTOMIncongruentH",50,1,661,"656"
"11181","656",5,11,51,"Assessment2A","PosNegA_TOPIncongruentV",44,1,832,"656"
"11182","656",5,11,52,"Assessment2A","PosNegA_TOPIncongruentH",50,1,477,"656"
"11183","656",5,11,53,"Assessment2A","PosNegA_BOTTOMCongruentV",44,1,551,"656"
"11184","656",5,11,54,"Assessment2A","PosNegA_BOTTOMIncongruentH",50,1,655,"656"
"11185","656",5,11,55,"Assessment2A","PosNegA_TOPCongruentH",44,0,650,"656"
"11186","656",5,11,56,"Assessment2A","PosNegA_BOTTOMCongruentH",50,1,533,"656"
"11187","656",5,11,57,"Assessment2A","PosNegA_TOPCongruentH",50,1,501,"656"
"11188","656",5,11,58,"Assessment2A","PosNegA_BOTTOMCongruentH",50,1,703,"656"
"11189","656",5,11,59,"Assessment2A","PosNegA_TOPIncongruentH",50,1,880,"656"
"11190","656",5,11,60,"Assessment2A","PosNegA_BOTTOMIncongruentH",50,1,547,"656"
"11191","656",5,11,61,"Assessment2A","PosNegA_BOTTOMCongruentV",44,1,643,"656"
"11192","656",5,11,62,"Assessment2A","PosNegA_BOTTOMIncongruentV",44,1,559,"656"
"11193","656",5,11,63,"Assessment2A","PosNegA_BOTTOMCongruentV",44,1,654,"656"
"11194","656",5,11,64,"Assessment2A","PosNegA_BOTTOMIncongruentH",50,1,553,"656"
"11195","656",5,11,65,"Assessment2A","PosNegA_BOTTOMCongruentV",44,1,505,"656"
"11196","656",5,11,66,"Assessment2A","PosNegA_TOPCongruentV",44,1,594,"656"
"11197","656",5,11,67,"Assessment2A","PosNegA_TOPIncongruentV",44,1,480,"656"
"11198","656",5,11,68,"Assessment2A","PosNegA_BOTTOMCongruentV",44,1,515,"656"
"11199","656",5,11,69,"Assessment2A","PosNegA_TOPCongruentV",44,1,588,"656"
"11200","656",5,11,70,"Assessment2A","PosNegA_TOPIncongruentH",50,1,714,"656"
"11201","656",5,11,71,"Assessment2A","PosNegA_TOPCongruentH",50,1,707,"656"
"11202","656",5,11,72,"Assessment2A","PosNegA_TOPCongruentV",44,1,613,"656"
"11203","656",5,11,73,"Assessment2A","PosNegA_BOTTOMCongruentV",44,1,2986,"656"
"11204","656",5,11,74,"Assessment2A","PosNegA_TOPIncongruentV",44,1,552,"656"
"11205","656",5,11,75,"Assessment2A","PosNegA_BOTTOMIncongruentV",44,1,479,"656"
"11206","656",5,11,76,"Assessment2A","PosNegA_BOTTOMCongruentH",50,1,426,"656"
"11207","656",5,11,77,"Assessment2A","PosNegA_TOPCongruentV",44,1,519,"656"
"11208","656",5,11,78,"Assessment2A","PosNegA_TOPIncongruentH",50,1,623,"656"
"11209","656",5,11,79,"Assessment2A","PosNegA_BOTTOMIncongruentH",50,1,540,"656"
"11210","656",5,11,80,"Assessment2A","PosNegA_BOTTOMCongruentH",50,1,540,"656"
"11211","656",5,11,81,"Assessment2A","PosNegA_BOTTOMIncongruentH",50,1,500,"656"
"11212","656",5,11,82,"Assessment2A","PosNegA_TOPIncongruentH",50,1,581,"656"
"11213","656",5,11,83,"Assessment2A","PosNegA_TOPIncongruentV",44,1,428,"656"
"11214","656",5,11,84,"Assessment2A","PosNegA_TOPCongruentH",50,1,465,"656"
"11215","656",5,11,85,"Assessment2A","PosNegA_BOTTOMIncongruentH",50,1,684,"656"
"11216","656",5,11,86,"Assessment2A","PosNegA_TOPCongruentH",50,1,558,"656"
"11217","656",5,11,87,"Assessment2A","PosNegA_TOPCongruentV",44,1,341,"656"
"11218","656",5,11,88,"Assessment2A","PosNegA_TOPIncongruentV",44,1,413,"656"
"11219","656",5,11,89,"Assessment2A","PosNegA_TOPCongruentH",50,1,747,"656"
"11220","656",5,11,90,"Assessment2A","PosNegA_BOTTOMCongruentH",44,0,883,"656"
"11221","656",5,11,91,"Assessment2A","PosNegA_BOTTOMCongruentV",44,1,565,"656"
"11222","656",5,11,92,"Assessment2A","PosNegA_BOTTOMIncongruentH",50,1,548,"656"
"11223","656",5,11,93,"Assessment2A","PosNegA_BOTTOMIncongruentV",44,1,756,"656"
"11224","656",5,11,94,"Assessment2A","PosNegA_TOPCongruentH",50,1,403,"656"
"11225","656",5,11,95,"Assessment2A","PosNegA_BOTTOMCongruentH",50,1,393,"656"
"11226","656",5,11,96,"Assessment2A","PosNegA_TOPIncongruentH",50,1,375,"656"
"11227","656",5,11,97,"Assessment2A","PosNegA_BOTTOMCongruentH",50,1,365,"656"
"11228","656",5,11,98,"Assessment2A","PosNegA_BOTTOMIncongruentV",44,1,333,"656"
"11229","656",5,11,99,"Assessment2A","PosNegA_TOPIncongruentV",44,1,437,"656"
"11230","656",5,11,100,"Assessment2A","PosNegA_TOPCongruentH",50,1,1169,"656"
"11231","656",5,11,101,"Assessment2A","PosNegA_TOPIncongruentH",50,1,455,"656"
"11232","656",5,11,102,"Assessment2A","PosNegA_TOPIncongruentV",44,1,523,"656"
"11233","656",5,11,103,"Assessment2A","PosNegA_BOTTOMIncongruentV",44,1,859,"656"
"11234","656",5,11,104,"Assessment2A","PosNegA_TOPIncongruentH",50,1,695,"656"
"11235","657",12,1,1,"participant","participant",657,0,32758,"657"
"11236","657",12,2,1,"Practice","PrePractice_BOTTOMH",44,0,1662,"657"
"11237","657",12,2,2,"Practice","PrePractice_TOPV",44,1,758,"657"
"11238","657",12,2,3,"Practice","PrePractice_BOTTOMV",50,0,409,"657"
"11239","657",12,2,4,"Practice","PrePractice_BOTTOMH",50,1,674,"657"
"11240","657",12,2,5,"Practice","PrePractice_TOPV",44,1,585,"657"
"11241","657",12,2,6,"Practice","PrePractice_TOPV",44,1,555,"657"
"11242","657",12,2,7,"Practice","PrePractice_TOPV",44,1,430,"657"
"11243","657",12,2,8,"Practice","PrePractice_BOTTOMH",50,1,447,"657"
"11244","657",12,2,9,"Practice","PrePractice_TOPV",44,1,399,"657"
"11245","657",12,2,10,"Practice","PrePractice_TOPV",44,1,481,"657"
"11246","657",12,2,11,"Practice","PrePractice_BOTTOMV",50,0,440,"657"
"11247","657",12,2,12,"Practice","PrePractice_TOPV",44,1,592,"657"
"11248","657",12,2,13,"Practice","PrePractice_BOTTOMV",50,0,514,"657"
"11249","657",12,2,14,"Practice","PrePractice_TOPV",44,1,375,"657"
"11250","657",12,2,15,"Practice","PrePractice_BOTTOMV",44,1,570,"657"
"11251","657",12,2,16,"Practice","PrePractice_BOTTOMH",50,1,604,"657"
"11252","657",12,3,1,"Assessment1A","PosNegA_TOPCongruentH",50,1,735,"657"
"11253","657",12,3,2,"Assessment1A","PosNegA_TOPIncongruentH",50,1,415,"657"
"11254","657",12,3,3,"Assessment1A","PosNegA_TOPCongruentV",44,1,564,"657"
"11255","657",12,3,4,"Assessment1A","PosNegA_BOTTOMCongruentV",44,1,852,"657"
"11256","657",12,3,5,"Assessment1A","PosNegA_BOTTOMIncongruentH",50,1,559,"657"
"11257","657",12,3,6,"Assessment1A","PosNegA_BOTTOMIncongruentV",44,1,623,"657"
"11258","657",12,3,7,"Assessment1A","PosNegA_TOPIncongruentV",44,1,491,"657"
"11259","657",12,3,8,"Assessment1A","PosNegA_BOTTOMCongruentH",50,1,501,"657"
"11260","657",12,3,9,"Assessment1A","PosNegA_BOTTOMCongruentV",44,1,670,"657"
"11261","657",12,3,10,"Assessment1A","PosNegA_TOPCongruentV",44,1,489,"657"
"11262","657",12,3,11,"Assessment1A","PosNegA_TOPCongruentH",50,1,523,"657"
"11263","657",12,3,12,"Assessment1A","PosNegA_BOTTOMCongruentV",44,1,484,"657"
"11264","657",12,3,13,"Assessment1A","PosNegA_BOTTOMIncongruentH",50,1,669,"657"
"11265","657",12,3,14,"Assessment1A","PosNegA_TOPCongruentV",44,1,600,"657"
"11266","657",12,3,15,"Assessment1A","PosNegA_BOTTOMIncongruentH",50,1,557,"657"
"11267","657",12,3,16,"Assessment1A","PosNegA_BOTTOMIncongruentV",44,1,508,"657"
"11268","657",12,3,17,"Assessment1A","PosNegA_BOTTOMCongruentH",50,1,694,"657"
"11269","657",12,3,18,"Assessment1A","PosNegA_TOPIncongruentH",50,1,832,"657"
"11270","657",12,3,19,"Assessment1A","PosNegA_BOTTOMIncongruentV",44,1,388,"657"
"11271","657",12,3,20,"Assessment1A","PosNegA_TOPCongruentH",50,1,482,"657"
"11272","657",12,3,21,"Assessment1A","PosNegA_TOPIncongruentV",44,1,396,"657"
"11273","657",12,3,22,"Assessment1A","PosNegA_TOPCongruentH",50,1,539,"657"
"11274","657",12,3,23,"Assessment1A","PosNegA_BOTTOMCongruentV",44,1,579,"657"
"11275","657",12,3,24,"Assessment1A","PosNegA_BOTTOMIncongruentV",50,0,457,"657"
